pnum,voicefil,voice,ptype,plev,vsex,hilo_actual,accuracy,hilo_guess
11,f125_power.wav,125,BATNA,1,1,hi,1,1
11,f126_power.wav,126,BATNA,1,1,hi,1,1
11,f128_power.wav,128,SENSE,-1,1,lo,1,0
11,f130_power.wav,130,STATUS,1,1,hi,0,0
11,f131_power.wav,131,SENSE,-1,1,lo,1,0
11,f136_power.wav,136,STATUS,-1,1,lo,1,0
11,f139_power.wav,139,SENSE,-1,1,lo,1,0
11,f140_power.wav,140,BATNA,1,1,hi,1,1
11,f144_power.wav,144,INFO,-1,1,lo,0,1
11,f145_power.wav,145,SENSE,-1,1,lo,0,1
11,f146_power.wav,146,SENSE,1,1,hi,1,1
11,f148_power.wav,148,BATNA,-1,1,lo,1,0
11,f154_power.wav,154,STATUS,1,1,hi,1,1
11,f155_power.wav,155,STATUS,-1,1,lo,1,0
11,f161_power.wav,161,INFO,-1,1,lo,1,0
11,f163_power.wav,163,SENSE,-1,1,lo,0,1
11,f165_power.wav,165,INFO,1,1,hi,1,1
11,f167_power.wav,167,SENSE,-1,1,lo,0,1
11,f170_power.wav,170,INFO,1,1,hi,1,1
11,f174_power.wav,174,INFO,-1,1,lo,1,0
11,f177_power.wav,177,INFO,1,1,hi,1,1
11,f178_power.wav,178,BATNA,-1,1,lo,1,0
11,f180_power.wav,180,INFO,1,1,hi,1,1
11,m05_power.wav,5,STATUS,1,-1,hi,1,1
11,m08_power.wav,8,BATNA,-1,-1,lo,0,1
11,m14_power.wav,14,STATUS,-1,-1,lo,1,0
11,m15_power.wav,15,STATUS,-1,-1,lo,1,0
11,m16_power.wav,16,SENSE,1,-1,hi,1,1
11,m24_power.wav,24,BATNA,-1,-1,lo,1,0
11,m26_power.wav,26,INFO,-1,-1,lo,0,1
11,m29_power.wav,29,SENSE,-1,-1,lo,1,0
11,m32_power.wav,32,STATUS,1,-1,hi,1,1
11,m37_power.wav,37,SENSE,1,-1,hi,1,1
11,m40_power.wav,40,BATNA,1,-1,hi,0,0
11,m41_power.wav,41,SENSE,-1,-1,lo,1,0
11,m45_power.wav,45,SENSE,-1,-1,lo,1,0
11,m47_power.wav,47,SENSE,1,-1,hi,1,1
11,m48_power.wav,48,SENSE,-1,-1,lo,1,0
11,m50_power.wav,50,STATUS,-1,-1,lo,1,0
11,m52_power.wav,52,BATNA,-1,-1,lo,0,1
11,m53_power.wav,53,INFO,1,-1,hi,1,1
11,m54_power.wav,54,INFO,-1,-1,lo,1,0
11,m55_power.wav,55,SENSE,1,-1,hi,0,0
11,m57_power.wav,57,INFO,1,-1,hi,1,1
11,m61_power.wav,61,INFO,1,-1,hi,0,0
11,m66_power.wav,66,SENSE,1,-1,hi,0,0
11,m68_power.wav,68,BATNA,1,-1,hi,1,1
11,m69_power.wav,69,SENSE,1,-1,hi,1,1
11,m71_power.wav,71,INFO,1,-1,hi,1,1
11,m74_power.wav,74,BATNA,-1,-1,lo,0,1
11,m75_power.wav,75,INFO,-1,-1,lo,1,0
11,m77_power.wav,77,STATUS,-1,-1,lo,1,0
11,m81_power.wav,81,BATNA,1,-1,hi,1,1
12,f104_power.wav,104,INFO,-1,1,lo,0,0
12,f105_power.wav,105,INFO,1,1,hi,0,0
12,f114_power.wav,114,STATUS,1,1,hi,0,0
12,f116_power.wav,116,BATNA,-1,1,lo,0,0
12,f119_power.wav,119,STATUS,1,1,hi,0,0
12,f125_power.wav,125,BATNA,1,1,hi,0,0
12,f126_power.wav,126,BATNA,1,1,hi,0,0
12,f128_power.wav,128,SENSE,-1,1,lo,0,0
12,f136_power.wav,136,STATUS,-1,1,lo,0,0
12,f140_power.wav,140,BATNA,1,1,hi,0,0
12,f145_power.wav,145,SENSE,-1,1,lo,0,0
12,f146_power.wav,146,SENSE,1,1,hi,0,0
12,f154_power.wav,154,STATUS,1,1,hi,0,0
12,f161_power.wav,161,INFO,-1,1,lo,0,0
12,f163_power.wav,163,SENSE,-1,1,lo,0,0
12,f165_power.wav,165,INFO,1,1,hi,0,0
12,f170_power.wav,170,INFO,1,1,hi,0,0
12,f174_power.wav,174,INFO,-1,1,lo,0,0
12,f177_power.wav,177,INFO,1,1,hi,0,0
12,f178_power.wav,178,BATNA,-1,1,lo,0,0
12,f180_power.wav,180,INFO,1,1,hi,0,0
12,m08_power.wav,8,BATNA,-1,-1,lo,0,0
12,m14_power.wav,14,STATUS,-1,-1,lo,0,0
12,m15_power.wav,15,STATUS,-1,-1,lo,0,0
12,m16_power.wav,16,SENSE,1,-1,hi,0,0
12,m24_power.wav,24,BATNA,-1,-1,lo,0,0
12,m26_power.wav,26,INFO,-1,-1,lo,0,0
12,m32_power.wav,32,STATUS,1,-1,hi,0,0
12,m40_power.wav,40,BATNA,1,-1,hi,0,0
12,m41_power.wav,41,SENSE,-1,-1,lo,0,0
12,m45_power.wav,45,SENSE,-1,-1,lo,0,0
12,m50_power.wav,50,STATUS,-1,-1,lo,0,0
12,m52_power.wav,52,BATNA,-1,-1,lo,0,0
12,m53_power.wav,53,INFO,1,-1,hi,0,0
12,m54_power.wav,54,INFO,-1,-1,lo,0,0
12,m61_power.wav,61,INFO,1,-1,hi,0,0
12,m66_power.wav,66,SENSE,1,-1,hi,0,0
12,m68_power.wav,68,BATNA,1,-1,hi,0,0
12,m69_power.wav,69,SENSE,1,-1,hi,0,0
12,m71_power.wav,71,INFO,1,-1,hi,0,0
12,m74_power.wav,74,BATNA,-1,-1,lo,0,0
12,m75_power.wav,75,INFO,-1,-1,lo,0,0
12,m77_power.wav,77,STATUS,-1,-1,lo,0,0
13,f104_power.wav,104,INFO,-1,1,lo,0,0
13,f105_power.wav,105,INFO,1,1,hi,0,0
13,f110_power.wav,110,SENSE,1,1,hi,0,0
13,f111_power.wav,111,INFO,1,1,hi,0,0
13,f114_power.wav,114,STATUS,1,1,hi,0,0
13,f119_power.wav,119,STATUS,1,1,hi,0,0
13,f126_power.wav,126,BATNA,1,1,hi,0,0
13,f128_power.wav,128,SENSE,-1,1,lo,0,0
13,f131_power.wav,131,SENSE,-1,1,lo,0,0
13,f144_power.wav,144,INFO,-1,1,lo,0,0
13,f146_power.wav,146,SENSE,1,1,hi,0,0
13,f148_power.wav,148,BATNA,-1,1,lo,0,0
13,f155_power.wav,155,STATUS,-1,1,lo,0,0
13,f161_power.wav,161,INFO,-1,1,lo,0,0
13,f163_power.wav,163,SENSE,-1,1,lo,0,0
13,f165_power.wav,165,INFO,1,1,hi,0,0
13,f170_power.wav,170,INFO,1,1,hi,0,0
13,f174_power.wav,174,INFO,-1,1,lo,0,0
13,f178_power.wav,178,BATNA,-1,1,lo,0,0
13,f180_power.wav,180,INFO,1,1,hi,0,0
13,m05_power.wav,5,STATUS,1,-1,hi,0,0
13,m14_power.wav,14,STATUS,-1,-1,lo,0,0
13,m15_power.wav,15,STATUS,-1,-1,lo,0,0
13,m32_power.wav,32,STATUS,1,-1,hi,0,0
13,m37_power.wav,37,SENSE,1,-1,hi,0,0
13,m41_power.wav,41,SENSE,-1,-1,lo,0,0
13,m45_power.wav,45,SENSE,-1,-1,lo,0,0
13,m48_power.wav,48,SENSE,-1,-1,lo,0,0
13,m50_power.wav,50,STATUS,-1,-1,lo,0,0
13,m53_power.wav,53,INFO,1,-1,hi,0,0
13,m55_power.wav,55,SENSE,1,-1,hi,0,0
13,m57_power.wav,57,INFO,1,-1,hi,0,0
13,m61_power.wav,61,INFO,1,-1,hi,0,0
13,m66_power.wav,66,SENSE,1,-1,hi,0,0
13,m68_power.wav,68,BATNA,1,-1,hi,0,0
13,m71_power.wav,71,INFO,1,-1,hi,0,0
13,m74_power.wav,74,BATNA,-1,-1,lo,0,0
13,m77_power.wav,77,STATUS,-1,-1,lo,0,0
13,m81_power.wav,81,BATNA,1,-1,hi,0,0
14,f104_power.wav,104,INFO,-1,1,lo,1,0
14,f105_power.wav,105,INFO,1,1,hi,1,1
14,f110_power.wav,110,SENSE,1,1,hi,1,1
14,f111_power.wav,111,INFO,1,1,hi,1,1
14,f114_power.wav,114,STATUS,1,1,hi,1,1
14,f116_power.wav,116,BATNA,-1,1,lo,1,0
14,f119_power.wav,119,STATUS,1,1,hi,0,0
14,f125_power.wav,125,BATNA,1,1,hi,0,0
14,f126_power.wav,126,BATNA,1,1,hi,1,1
14,f128_power.wav,128,SENSE,-1,1,lo,1,0
14,f130_power.wav,130,STATUS,1,1,hi,0,0
14,f131_power.wav,131,SENSE,-1,1,lo,1,0
14,f136_power.wav,136,STATUS,-1,1,lo,1,0
14,f139_power.wav,139,SENSE,-1,1,lo,1,0
14,f140_power.wav,140,BATNA,1,1,hi,1,1
14,f144_power.wav,144,INFO,-1,1,lo,0,1
14,f145_power.wav,145,SENSE,-1,1,lo,1,0
14,f146_power.wav,146,SENSE,1,1,hi,1,1
14,f148_power.wav,148,BATNA,-1,1,lo,1,0
14,f154_power.wav,154,STATUS,1,1,hi,0,0
14,f155_power.wav,155,STATUS,-1,1,lo,1,0
14,f161_power.wav,161,INFO,-1,1,lo,1,0
14,f163_power.wav,163,SENSE,-1,1,lo,1,0
14,f165_power.wav,165,INFO,1,1,hi,0,0
14,f167_power.wav,167,SENSE,-1,1,lo,1,0
14,f170_power.wav,170,INFO,1,1,hi,0,0
14,f174_power.wav,174,INFO,-1,1,lo,1,0
14,f177_power.wav,177,INFO,1,1,hi,1,1
14,f178_power.wav,178,BATNA,-1,1,lo,1,0
14,f180_power.wav,180,INFO,1,1,hi,0,0
14,m05_power.wav,5,STATUS,1,-1,hi,1,1
14,m08_power.wav,8,BATNA,-1,-1,lo,1,0
14,m14_power.wav,14,STATUS,-1,-1,lo,1,0
14,m15_power.wav,15,STATUS,-1,-1,lo,1,0
14,m16_power.wav,16,SENSE,1,-1,hi,1,1
14,m24_power.wav,24,BATNA,-1,-1,lo,1,0
14,m26_power.wav,26,INFO,-1,-1,lo,0,1
14,m29_power.wav,29,SENSE,-1,-1,lo,1,0
14,m32_power.wav,32,STATUS,1,-1,hi,1,1
14,m37_power.wav,37,SENSE,1,-1,hi,1,1
14,m40_power.wav,40,BATNA,1,-1,hi,0,0
14,m41_power.wav,41,SENSE,-1,-1,lo,1,0
14,m45_power.wav,45,SENSE,-1,-1,lo,1,0
14,m47_power.wav,47,SENSE,1,-1,hi,1,1
14,m48_power.wav,48,SENSE,-1,-1,lo,1,0
14,m50_power.wav,50,STATUS,-1,-1,lo,1,0
14,m52_power.wav,52,BATNA,-1,-1,lo,0,1
14,m53_power.wav,53,INFO,1,-1,hi,1,1
14,m54_power.wav,54,INFO,-1,-1,lo,1,0
14,m55_power.wav,55,SENSE,1,-1,hi,0,0
14,m57_power.wav,57,INFO,1,-1,hi,0,0
14,m61_power.wav,61,INFO,1,-1,hi,1,1
14,m66_power.wav,66,SENSE,1,-1,hi,1,1
14,m68_power.wav,68,BATNA,1,-1,hi,1,1
14,m69_power.wav,69,SENSE,1,-1,hi,1,1
14,m71_power.wav,71,INFO,1,-1,hi,1,1
14,m74_power.wav,74,BATNA,-1,-1,lo,1,0
14,m75_power.wav,75,INFO,-1,-1,lo,1,0
14,m77_power.wav,77,STATUS,-1,-1,lo,1,0
14,m81_power.wav,81,BATNA,1,-1,hi,0,0
15,f105_power.wav,105,INFO,1,1,hi,0,0
15,f110_power.wav,110,SENSE,1,1,hi,0,0
15,f114_power.wav,114,STATUS,1,1,hi,0,0
15,f130_power.wav,130,STATUS,1,1,hi,0,0
15,f131_power.wav,131,SENSE,-1,1,lo,0,0
15,f139_power.wav,139,SENSE,-1,1,lo,0,0
15,f146_power.wav,146,SENSE,1,1,hi,0,0
15,f154_power.wav,154,STATUS,1,1,hi,0,0
15,f155_power.wav,155,STATUS,-1,1,lo,0,0
15,f163_power.wav,163,SENSE,-1,1,lo,0,0
15,f165_power.wav,165,INFO,1,1,hi,0,0
15,f174_power.wav,174,INFO,-1,1,lo,0,0
15,f177_power.wav,177,INFO,1,1,hi,0,0
15,f180_power.wav,180,INFO,1,1,hi,0,0
15,m05_power.wav,5,STATUS,1,-1,hi,0,0
15,m08_power.wav,8,BATNA,-1,-1,lo,0,0
15,m24_power.wav,24,BATNA,-1,-1,lo,0,0
15,m26_power.wav,26,INFO,-1,-1,lo,0,0
15,m29_power.wav,29,SENSE,-1,-1,lo,0,0
15,m32_power.wav,32,STATUS,1,-1,hi,0,0
15,m41_power.wav,41,SENSE,-1,-1,lo,0,0
15,m48_power.wav,48,SENSE,-1,-1,lo,0,0
15,m50_power.wav,50,STATUS,-1,-1,lo,0,0
15,m54_power.wav,54,INFO,-1,-1,lo,0,0
15,m57_power.wav,57,INFO,1,-1,hi,0,0
15,m61_power.wav,61,INFO,1,-1,hi,0,0
15,m66_power.wav,66,SENSE,1,-1,hi,0,0
15,m68_power.wav,68,BATNA,1,-1,hi,0,0
15,m74_power.wav,74,BATNA,-1,-1,lo,0,0
15,m81_power.wav,81,BATNA,1,-1,hi,0,0
16,f104_power.wav,104,INFO,-1,1,lo,0,1
16,f105_power.wav,105,INFO,1,1,hi,1,1
16,f110_power.wav,110,SENSE,1,1,hi,1,1
16,f111_power.wav,111,INFO,1,1,hi,1,1
16,f114_power.wav,114,STATUS,1,1,hi,1,1
16,f116_power.wav,116,BATNA,-1,1,lo,0,1
16,f119_power.wav,119,STATUS,1,1,hi,0,0
16,f125_power.wav,125,BATNA,1,1,hi,1,1
16,f126_power.wav,126,BATNA,1,1,hi,1,1
16,f128_power.wav,128,SENSE,-1,1,lo,1,0
16,f130_power.wav,130,STATUS,1,1,hi,1,1
16,f131_power.wav,131,SENSE,-1,1,lo,1,0
16,f136_power.wav,136,STATUS,-1,1,lo,1,0
16,f139_power.wav,139,SENSE,-1,1,lo,0,1
16,f140_power.wav,140,BATNA,1,1,hi,1,1
16,f144_power.wav,144,INFO,-1,1,lo,0,1
16,f145_power.wav,145,SENSE,-1,1,lo,0,1
16,f146_power.wav,146,SENSE,1,1,hi,1,1
16,f148_power.wav,148,BATNA,-1,1,lo,1,0
16,f154_power.wav,154,STATUS,1,1,hi,1,1
16,f155_power.wav,155,STATUS,-1,1,lo,0,1
16,f161_power.wav,161,INFO,-1,1,lo,0,1
16,f163_power.wav,163,SENSE,-1,1,lo,0,1
16,f165_power.wav,165,INFO,1,1,hi,1,1
16,f167_power.wav,167,SENSE,-1,1,lo,1,0
16,f170_power.wav,170,INFO,1,1,hi,1,1
16,f174_power.wav,174,INFO,-1,1,lo,1,0
16,f177_power.wav,177,INFO,1,1,hi,1,1
16,f178_power.wav,178,BATNA,-1,1,lo,0,1
16,f180_power.wav,180,INFO,1,1,hi,1,1
16,m05_power.wav,5,STATUS,1,-1,hi,1,1
16,m08_power.wav,8,BATNA,-1,-1,lo,0,1
16,m14_power.wav,14,STATUS,-1,-1,lo,1,0
16,m15_power.wav,15,STATUS,-1,-1,lo,1,0
16,m16_power.wav,16,SENSE,1,-1,hi,1,1
16,m24_power.wav,24,BATNA,-1,-1,lo,1,0
16,m26_power.wav,26,INFO,-1,-1,lo,0,1
16,m29_power.wav,29,SENSE,-1,-1,lo,1,0
16,m32_power.wav,32,STATUS,1,-1,hi,1,1
16,m37_power.wav,37,SENSE,1,-1,hi,0,0
16,m40_power.wav,40,BATNA,1,-1,hi,1,1
16,m41_power.wav,41,SENSE,-1,-1,lo,0,1
16,m45_power.wav,45,SENSE,-1,-1,lo,0,1
16,m47_power.wav,47,SENSE,1,-1,hi,1,1
16,m48_power.wav,48,SENSE,-1,-1,lo,1,0
16,m50_power.wav,50,STATUS,-1,-1,lo,1,0
16,m52_power.wav,52,BATNA,-1,-1,lo,0,1
16,m53_power.wav,53,INFO,1,-1,hi,1,1
16,m54_power.wav,54,INFO,-1,-1,lo,0,1
16,m55_power.wav,55,SENSE,1,-1,hi,1,1
16,m57_power.wav,57,INFO,1,-1,hi,1,1
16,m61_power.wav,61,INFO,1,-1,hi,1,1
16,m66_power.wav,66,SENSE,1,-1,hi,1,1
16,m68_power.wav,68,BATNA,1,-1,hi,1,1
16,m69_power.wav,69,SENSE,1,-1,hi,1,1
16,m71_power.wav,71,INFO,1,-1,hi,1,1
16,m74_power.wav,74,BATNA,-1,-1,lo,0,1
16,m75_power.wav,75,INFO,-1,-1,lo,0,1
16,m77_power.wav,77,STATUS,-1,-1,lo,0,1
16,m81_power.wav,81,BATNA,1,-1,hi,1,1
18,f104_power.wav,104,INFO,-1,1,lo,0,0
18,f105_power.wav,105,INFO,1,1,hi,0,0
18,f110_power.wav,110,SENSE,1,1,hi,0,0
18,f111_power.wav,111,INFO,1,1,hi,0,0
18,f114_power.wav,114,STATUS,1,1,hi,0,0
18,f116_power.wav,116,BATNA,-1,1,lo,0,0
18,f119_power.wav,119,STATUS,1,1,hi,0,0
18,f125_power.wav,125,BATNA,1,1,hi,0,0
18,f126_power.wav,126,BATNA,1,1,hi,0,0
18,f128_power.wav,128,SENSE,-1,1,lo,0,0
18,f130_power.wav,130,STATUS,1,1,hi,0,0
18,f131_power.wav,131,SENSE,-1,1,lo,0,0
18,f136_power.wav,136,STATUS,-1,1,lo,0,0
18,f139_power.wav,139,SENSE,-1,1,lo,0,0
18,f140_power.wav,140,BATNA,1,1,hi,0,0
18,f144_power.wav,144,INFO,-1,1,lo,0,0
18,f145_power.wav,145,SENSE,-1,1,lo,0,0
18,f146_power.wav,146,SENSE,1,1,hi,0,0
18,f148_power.wav,148,BATNA,-1,1,lo,0,0
18,f154_power.wav,154,STATUS,1,1,hi,0,0
18,f155_power.wav,155,STATUS,-1,1,lo,0,0
18,f161_power.wav,161,INFO,-1,1,lo,0,0
18,f163_power.wav,163,SENSE,-1,1,lo,0,0
18,f165_power.wav,165,INFO,1,1,hi,0,0
18,f167_power.wav,167,SENSE,-1,1,lo,0,0
18,f170_power.wav,170,INFO,1,1,hi,0,0
18,f174_power.wav,174,INFO,-1,1,lo,0,0
18,f177_power.wav,177,INFO,1,1,hi,0,0
18,f178_power.wav,178,BATNA,-1,1,lo,0,0
18,f180_power.wav,180,INFO,1,1,hi,0,0
18,m05_power.wav,5,STATUS,1,-1,hi,0,0
18,m08_power.wav,8,BATNA,-1,-1,lo,0,0
18,m14_power.wav,14,STATUS,-1,-1,lo,0,0
18,m15_power.wav,15,STATUS,-1,-1,lo,0,0
18,m16_power.wav,16,SENSE,1,-1,hi,0,0
18,m24_power.wav,24,BATNA,-1,-1,lo,0,0
18,m26_power.wav,26,INFO,-1,-1,lo,0,0
18,m29_power.wav,29,SENSE,-1,-1,lo,0,0
18,m32_power.wav,32,STATUS,1,-1,hi,0,0
18,m37_power.wav,37,SENSE,1,-1,hi,0,0
18,m40_power.wav,40,BATNA,1,-1,hi,0,0
18,m41_power.wav,41,SENSE,-1,-1,lo,0,0
18,m45_power.wav,45,SENSE,-1,-1,lo,0,0
18,m47_power.wav,47,SENSE,1,-1,hi,0,0
18,m48_power.wav,48,SENSE,-1,-1,lo,0,0
18,m50_power.wav,50,STATUS,-1,-1,lo,0,0
18,m52_power.wav,52,BATNA,-1,-1,lo,0,0
18,m53_power.wav,53,INFO,1,-1,hi,0,0
18,m54_power.wav,54,INFO,-1,-1,lo,0,0
18,m55_power.wav,55,SENSE,1,-1,hi,0,0
18,m57_power.wav,57,INFO,1,-1,hi,0,0
18,m61_power.wav,61,INFO,1,-1,hi,0,0
18,m66_power.wav,66,SENSE,1,-1,hi,0,0
18,m68_power.wav,68,BATNA,1,-1,hi,0,0
18,m69_power.wav,69,SENSE,1,-1,hi,0,0
18,m71_power.wav,71,INFO,1,-1,hi,0,0
18,m74_power.wav,74,BATNA,-1,-1,lo,0,0
18,m75_power.wav,75,INFO,-1,-1,lo,0,0
18,m77_power.wav,77,STATUS,-1,-1,lo,0,0
18,m81_power.wav,81,BATNA,1,-1,hi,0,0
19,f104_power.wav,104,INFO,-1,1,lo,0,1
19,f105_power.wav,105,INFO,1,1,hi,1,1
19,f110_power.wav,110,SENSE,1,1,hi,1,1
19,f111_power.wav,111,INFO,1,1,hi,1,1
19,f114_power.wav,114,STATUS,1,1,hi,0,0
19,f116_power.wav,116,BATNA,-1,1,lo,0,1
19,f119_power.wav,119,STATUS,1,1,hi,1,1
19,f125_power.wav,125,BATNA,1,1,hi,0,0
19,f126_power.wav,126,BATNA,1,1,hi,1,1
19,f128_power.wav,128,SENSE,-1,1,lo,1,0
19,f130_power.wav,130,STATUS,1,1,hi,1,1
19,f131_power.wav,131,SENSE,-1,1,lo,1,0
19,f136_power.wav,136,STATUS,-1,1,lo,1,0
19,f139_power.wav,139,SENSE,-1,1,lo,1,0
19,f140_power.wav,140,BATNA,1,1,hi,0,0
19,f144_power.wav,144,INFO,-1,1,lo,0,1
19,f145_power.wav,145,SENSE,-1,1,lo,1,0
19,f146_power.wav,146,SENSE,1,1,hi,1,1
19,f148_power.wav,148,BATNA,-1,1,lo,1,0
19,f154_power.wav,154,STATUS,1,1,hi,1,1
19,f155_power.wav,155,STATUS,-1,1,lo,1,0
19,f161_power.wav,161,INFO,-1,1,lo,1,0
19,f163_power.wav,163,SENSE,-1,1,lo,0,1
19,f165_power.wav,165,INFO,1,1,hi,1,1
19,f167_power.wav,167,SENSE,-1,1,lo,1,0
19,f170_power.wav,170,INFO,1,1,hi,1,1
19,f174_power.wav,174,INFO,-1,1,lo,1,0
19,f177_power.wav,177,INFO,1,1,hi,1,1
19,f178_power.wav,178,BATNA,-1,1,lo,0,1
19,f180_power.wav,180,INFO,1,1,hi,0,0
19,m05_power.wav,5,STATUS,1,-1,hi,1,1
19,m08_power.wav,8,BATNA,-1,-1,lo,1,0
19,m14_power.wav,14,STATUS,-1,-1,lo,1,0
19,m15_power.wav,15,STATUS,-1,-1,lo,1,0
19,m16_power.wav,16,SENSE,1,-1,hi,1,1
19,m24_power.wav,24,BATNA,-1,-1,lo,1,0
19,m26_power.wav,26,INFO,-1,-1,lo,1,0
19,m29_power.wav,29,SENSE,-1,-1,lo,1,0
19,m32_power.wav,32,STATUS,1,-1,hi,1,1
19,m37_power.wav,37,SENSE,1,-1,hi,1,1
19,m40_power.wav,40,BATNA,1,-1,hi,1,1
19,m41_power.wav,41,SENSE,-1,-1,lo,1,0
19,m45_power.wav,45,SENSE,-1,-1,lo,1,0
19,m47_power.wav,47,SENSE,1,-1,hi,1,1
19,m48_power.wav,48,SENSE,-1,-1,lo,1,0
19,m50_power.wav,50,STATUS,-1,-1,lo,1,0
19,m52_power.wav,52,BATNA,-1,-1,lo,1,0
19,m53_power.wav,53,INFO,1,-1,hi,1,1
19,m54_power.wav,54,INFO,-1,-1,lo,0,1
19,m55_power.wav,55,SENSE,1,-1,hi,1,1
19,m57_power.wav,57,INFO,1,-1,hi,1,1
19,m61_power.wav,61,INFO,1,-1,hi,1,1
19,m66_power.wav,66,SENSE,1,-1,hi,0,0
19,m68_power.wav,68,BATNA,1,-1,hi,1,1
19,m69_power.wav,69,SENSE,1,-1,hi,1,1
19,m71_power.wav,71,INFO,1,-1,hi,1,1
19,m74_power.wav,74,BATNA,-1,-1,lo,1,0
19,m75_power.wav,75,INFO,-1,-1,lo,1,0
19,m77_power.wav,77,STATUS,-1,-1,lo,1,0
19,m81_power.wav,81,BATNA,1,-1,hi,1,1
21,f105_power.wav,105,INFO,1,1,hi,0,0
21,f111_power.wav,111,INFO,1,1,hi,0,0
21,f114_power.wav,114,STATUS,1,1,hi,0,0
21,f125_power.wav,125,BATNA,1,1,hi,0,0
21,f126_power.wav,126,BATNA,1,1,hi,0,0
21,f136_power.wav,136,STATUS,-1,1,lo,0,0
21,f144_power.wav,144,INFO,-1,1,lo,0,0
21,f148_power.wav,148,BATNA,-1,1,lo,0,0
21,f154_power.wav,154,STATUS,1,1,hi,0,0
21,f161_power.wav,161,INFO,-1,1,lo,0,0
21,f165_power.wav,165,INFO,1,1,hi,0,0
21,f167_power.wav,167,SENSE,-1,1,lo,0,0
21,f170_power.wav,170,INFO,1,1,hi,0,0
21,f174_power.wav,174,INFO,-1,1,lo,0,0
21,f177_power.wav,177,INFO,1,1,hi,0,0
21,m14_power.wav,14,STATUS,-1,-1,lo,0,0
21,m15_power.wav,15,STATUS,-1,-1,lo,0,0
21,m16_power.wav,16,SENSE,1,-1,hi,0,0
21,m24_power.wav,24,BATNA,-1,-1,lo,0,0
21,m29_power.wav,29,SENSE,-1,-1,lo,0,0
21,m41_power.wav,41,SENSE,-1,-1,lo,0,0
21,m47_power.wav,47,SENSE,1,-1,hi,0,0
21,m48_power.wav,48,SENSE,-1,-1,lo,0,0
21,m55_power.wav,55,SENSE,1,-1,hi,0,0
21,m61_power.wav,61,INFO,1,-1,hi,0,0
21,m66_power.wav,66,SENSE,1,-1,hi,0,0
21,m68_power.wav,68,BATNA,1,-1,hi,0,0
21,m69_power.wav,69,SENSE,1,-1,hi,0,0
21,m74_power.wav,74,BATNA,-1,-1,lo,0,0
21,m77_power.wav,77,STATUS,-1,-1,lo,0,0
23,f104_power.wav,104,INFO,-1,1,lo,1,0
23,f105_power.wav,105,INFO,1,1,hi,1,1
23,f110_power.wav,110,SENSE,1,1,hi,1,1
23,f111_power.wav,111,INFO,1,1,hi,1,1
23,f114_power.wav,114,STATUS,1,1,hi,1,1
23,f116_power.wav,116,BATNA,-1,1,lo,1,0
23,f119_power.wav,119,STATUS,1,1,hi,0,0
23,f125_power.wav,125,BATNA,1,1,hi,1,1
23,f126_power.wav,126,BATNA,1,1,hi,1,1
23,f128_power.wav,128,SENSE,-1,1,lo,1,0
23,f130_power.wav,130,STATUS,1,1,hi,1,1
23,f131_power.wav,131,SENSE,-1,1,lo,0,1
23,f136_power.wav,136,STATUS,-1,1,lo,1,0
23,f139_power.wav,139,SENSE,-1,1,lo,1,0
23,f140_power.wav,140,BATNA,1,1,hi,1,1
23,f144_power.wav,144,INFO,-1,1,lo,0,1
23,f145_power.wav,145,SENSE,-1,1,lo,0,1
23,f146_power.wav,146,SENSE,1,1,hi,1,1
23,f148_power.wav,148,BATNA,-1,1,lo,1,0
23,f154_power.wav,154,STATUS,1,1,hi,0,0
23,f155_power.wav,155,STATUS,-1,1,lo,0,1
23,f161_power.wav,161,INFO,-1,1,lo,1,0
23,f163_power.wav,163,SENSE,-1,1,lo,1,0
23,f165_power.wav,165,INFO,1,1,hi,1,1
23,f167_power.wav,167,SENSE,-1,1,lo,1,0
23,f170_power.wav,170,INFO,1,1,hi,1,1
23,f174_power.wav,174,INFO,-1,1,lo,1,0
23,f177_power.wav,177,INFO,1,1,hi,1,1
23,f178_power.wav,178,BATNA,-1,1,lo,0,1
23,f180_power.wav,180,INFO,1,1,hi,0,0
23,m05_power.wav,5,STATUS,1,-1,hi,1,1
23,m08_power.wav,8,BATNA,-1,-1,lo,1,0
23,m14_power.wav,14,STATUS,-1,-1,lo,1,0
23,m15_power.wav,15,STATUS,-1,-1,lo,1,0
23,m16_power.wav,16,SENSE,1,-1,hi,1,1
23,m24_power.wav,24,BATNA,-1,-1,lo,0,1
23,m26_power.wav,26,INFO,-1,-1,lo,0,1
23,m29_power.wav,29,SENSE,-1,-1,lo,1,0
23,m32_power.wav,32,STATUS,1,-1,hi,1,1
23,m37_power.wav,37,SENSE,1,-1,hi,0,0
23,m40_power.wav,40,BATNA,1,-1,hi,1,1
23,m41_power.wav,41,SENSE,-1,-1,lo,0,1
23,m45_power.wav,45,SENSE,-1,-1,lo,1,0
23,m47_power.wav,47,SENSE,1,-1,hi,1,1
23,m48_power.wav,48,SENSE,-1,-1,lo,1,0
23,m50_power.wav,50,STATUS,-1,-1,lo,1,0
23,m52_power.wav,52,BATNA,-1,-1,lo,0,1
23,m53_power.wav,53,INFO,1,-1,hi,1,1
23,m54_power.wav,54,INFO,-1,-1,lo,1,0
23,m55_power.wav,55,SENSE,1,-1,hi,1,1
23,m57_power.wav,57,INFO,1,-1,hi,1,1
