voicefil,pHN,pHP,pLN,pLP,cond,ptype,plev,vgender,vsex,voice,form_bmean,form_bvar,form_smean,form_svar,form_rmean,form_rvar,intense_bmean,intense_bvar,intense_smean,intense_svar,intense_rmean,intense_rvar,pitch_bmean,pitch_bvar,pitch_smean,pitch_svar,pitch_rmean,pitch_rvar,form_smeanMD,form_svarMD,intense_smeanMD,intense_svarMD,pitch_smeanMD,pitch_svarMD,pLNr,pLPr,newpster
m69_power.wav,4.214666667,4.572391304,3.420869565,4.600869565,SP,SENSE,1,m,-1,69,1297.456611,65517.24275,1089.435005,36613.08304,1325.675317,64609.99508,47.15635818,191.1288998,59.55789419,272.4254191,49.03150667,242.2000259,139.3950001,7970.843892,131.2218398,2595.093624,127.3415518,4115.335016,-38.94079526,-6234.04936,0.443994188,79.5142191,-25.81406022,1081.044424,4.579130435,3.399130435,4.19132971
m70_power.wav,3.97212766,4.325744681,3.631914894,4.19106383,NI,INFO,-1,m,-1,70,1375.606239,86798.88072,1042.272535,36595.27217,1380.071794,89467.45943,53.93312492,207.9519303,59.11067069,264.622387,52.66544632,296.4314708,126.136598,1333.94281,145.9356876,2410.231569,141.066669,2702.05463,-86.10326503,-6251.86023,-0.003229311,71.71118701,-11.10021239,896.1823687,4.368085106,3.80893617,4.118723404
m71_power.wav,4.530454545,4.802954545,3.553636364,4.757727273,IP,INFO,1,m,-1,71,1227.263557,63343.35864,1038.861839,41804.5545,1270.138969,53546.95355,54.54935938,198.66391,57.94200059,183.0276986,60.02325069,198.7517034,88.67938018,114.1173452,94.76319849,227.6949699,98.83891114,749.8394824,-89.51396064,-1042.577897,-1.171899413,-9.88350138,-62.27270151,-1286.35423,4.446363636,3.242272727,4.255511364
m72_power.wav,3.791777778,4.163555556,3.896222222,4.148,NB,BATNA,-1,m,-1,72,1248.937991,70603.33504,1063.294785,39784.58132,1239.687265,74793.67249,56.92198751,173.7955596,60.17273985,186.8981649,60.39801629,149.0164544,89.58952652,839.279903,100.841329,987.4781382,95.36635033,1213.595455,-65.0810146,-3062.551082,1.058839848,-6.013035141,-56.19457096,-526.5710618,4.103777778,3.852,3.977777778
m73_power.wav,4.037727273,4.567954545,3.378863636,4.409772727,NST,STATUS,-1,m,-1,73,1269.15466,63291.43038,1255.847955,67238.94417,1297.011995,60574.60602,58.28924824,122.9605831,60.62387973,135.5802933,60.36948102,106.5109199,102.168555,442.2067923,130.9986558,846.4153383,110.1691874,329.5381573,127.4721548,24391.81177,1.509979734,-57.3309067,-26.03724418,-667.6338617,4.621136364,3.590227273,4.204261364
m74_power.wav,3.408863636,3.80627907,3.848181818,4.273181818,NB,BATNA,-1,m,-1,74,1346.67055,84798.59449,1058.036339,38743.66723,1331.451884,107986.8505,49.50943843,162.9660101,57.53460956,125.1796628,57.59291909,124.9966755,91.51120694,1359.446734,99.9894152,883.5060882,93.7607539,353.3820685,-70.33946067,-4103.465174,-1.579290437,-67.73153721,-57.0464848,-630.5431118,4.151818182,3.726818182,3.773444767
m75_power.wav,3.234772727,3.355909091,4.022272727,3.802954545,NI,INFO,-1,m,-1,75,1296.759828,57965.03764,1051.95589,41127.23688,1321.837391,76912.80074,44.04558851,204.3609661,56.01862657,155.3234924,59.27724051,149.4633777,135.8022623,568.2946479,142.0350922,78.99899572,134.4272883,119.6159604,-76.41990994,-1719.89552,-3.095273433,-37.58770763,-15.00080777,-1435.050204,3.977727273,4.197045455,3.691363636
m76_power.wav,4.288222222,4.681555556,3.489333333,4.518888889,NI,INFO,-1,m,-1,76,1298.39174,65878.0747,1036.273579,39492.6341,1324.139018,66255.10098,62.08338061,126.4382261,63.6232055,279.0881411,56.40608718,298.5331881,103.87471,425.6093902,123.9620006,830.4224542,103.1554213,371.1403333,-92.10222105,-3354.498302,4.509305501,86.17694105,-33.07389938,-683.6267458,4.510666667,3.481111111,4.240388889
m77_power.wav,3.069767442,3.542790698,4.201395349,4.038604651,NST,STATUS,-1,m,-1,77,1321.566232,67017.33842,1098.07138,43644.59516,1341.263782,61501.56271,56.50840201,187.4719164,58.08624791,234.8539602,53.65654163,283.0410774,119.4067235,124.2089722,133.2964613,383.7764032,126.3820137,1725.498337,-30.30442031,797.4627596,-1.027652091,41.94276024,-23.73943868,-1130.272797,3.798604651,3.961395349,3.593139535
m78_power.wav,3.759111111,4.007555556,3.778,4.200444444,BP,BATNA,1,m,-1,78,1333.034761,61705.76507,1080.222861,33523.10299,1337.651445,66611.803,52.62160553,159.6040802,56.29338626,176.2472008,58.6075369,178.3666654,97.68611996,915.7477882,110.5385466,1636.542151,110.2267568,2843.205883,-48.15293931,-9324.029406,-2.820513739,-16.66399924,-46.49735335,122.4929512,4.222,3.799555556,3.947055556
m80_power.wav,4.985227273,5.302954545,3.099318182,4.477045455,STP,STATUS,1,m,-1,80,1368.007394,88068.25641,1047.894502,40891.0588,1395.920001,97961.64575,58.4404878,211.8681794,63.58138573,314.9227012,56.58126461,349.5189516,106.9804219,630.9969374,120.5489426,641.4346577,118.9736615,1284.133208,-80.48129823,-1956.073597,4.467485733,122.0115012,-36.48695741,-872.6145423,4.900681818,3.522954545,4.677954545
m81_power.wav,3.830444444,4.000444444,3.689555556,4.326,BP,BATNA,1,m,-1,81,1225.40993,63285.93904,1210.976384,63204.22415,1189.320929,62291.07687,55.02161729,177.8230262,60.38461182,243.2383014,61.42716231,250.5412216,82.40153081,382.888911,102.9857462,1802.965566,116.4797809,5352.911009,82.6005841,20357.09175,1.270711818,50.32710136,-54.05015378,288.9163658,4.310444444,3.674,3.953833333
m82_power.wav,4.449565217,4.571956522,3.651956522,4.391304348,SP,SENSE,1,m,-1,82,1268.24494,58675.72402,1089.637185,38360.56419,1270.79559,52936.30401,61.2545292,214.4717735,68.28578013,190.1888366,65.32707514,148.7353965,94.74058091,1127.044129,116.4035139,622.1806144,95.32704264,806.2093334,-38.73861518,-4486.568205,9.171880132,-2.722363411,-40.63238609,-891.8685856,4.348043478,3.608695652,4.244565217
F101_power.wav,4.985652174,4.934347826,2.977826087,4.246521739,NB,BATNA,-1,f,1,101,1237.486292,52350.24191,1096.4745,28965.9157,1241.523794,48465.41456,66.06919277,216.0284679,71.07997116,184.012653,65.62122688,286.2310029,189.826615,2213.046628,220.7297919,3470.211529,214.3255667,3391.386336,-31.90129988,-13881.2167,11.96607116,-8.898546996,63.69389187,1956.162329,5.022173913,3.753478261,4.673913043
f103_power.wav,3.100465116,2.79,4.116744186,3.09255814,SP,SENSE,1,f,1,103,1201.152574,64181.08964,1034.56933,31257.30683,1226.217416,66396.43546,56.90860366,175.1974837,58.58084755,198.9220468,56.11813579,223.9024934,151.6998324,1301.099827,147.6842856,1065.007213,162.8746764,1710.587707,-93.80646968,-11589.82557,-0.533052448,6.010846814,-9.351614357,-449.0419874,3.883255814,4.90744186,3.670290698
f104_power.wav,3.234318182,4.038409091,3.765,4.515909091,NI,INFO,-1,f,1,104,1382.838748,75812.52331,1334.56083,66638.65627,1360.706936,70458.86628,57.86761634,146.1609202,60.4824883,195.5227545,61.99604224,156.2550627,184.4967428,3461.732297,209.1055218,4380.595912,212.8390283,4010.737667,206.1850303,23791.52387,1.368588305,2.611554472,52.06962177,2866.546712,4.235,3.484090909,3.747954545
f105_power.wav,5.090454545,4.784888889,2.817727273,4.422666667,IP,INFO,1,f,1,105,1301.982751,73471.09426,1278.873598,70414.67407,1275.591056,55138.09435,53.76401357,138.3943322,60.04045776,181.5138369,54.40202803,220.9559527,135.4591816,2210.786459,167.947306,1186.34913,155.127097,2204.990518,150.4977982,27567.54167,0.92655776,-11.39736307,10.91140603,-327.7000703,5.182272727,3.577333333,4.658737374
f106_power.wav,3.787234043,3.227021277,3.680638298,3.48212766,NS,SENSE,-1,f,1,106,1246.742505,65649.74283,1252.621954,75893.26574,1204.791349,62744.64985,62.66463505,209.1594306,63.29352471,142.7480091,64.06409376,148.2002916,185.1911784,2355.793339,183.2737341,2608.209684,184.9688613,1550.090276,124.2461535,33046.13334,4.179624706,-50.16319088,26.23783413,1094.160484,4.319361702,4.51787234,3.96287234
f107_power.wav,4.73173913,4.631304348,3.224782609,4.448913043,NST,STATUS,-1,f,1,107,1260.179043,90529.47865,1085.787709,50122.37218,1239.039652,77289.19333,54.04967316,101.5101078,58.22471612,164.2270353,56.22279669,139.0888034,199.8101903,1382.809556,224.2545281,2012.70728,218.0777095,1899.211182,-42.58809056,7275.239778,-0.889183881,-28.68416467,67.21862809,498.65808,4.775217391,3.551086957,4.422336957
f108_power.wav,2.706046512,3.395581395,4.612325581,3.890930233,SP,SENSE,1,f,1,108,1339.66896,61950.84829,1146.027683,36347.89006,1344.338319,53806.4718,51.92708453,200.492272,54.42454242,188.5626132,51.96992597,207.8022318,142.5010121,2722.913573,162.1012176,3034.616208,164.8841484,2256.067998,17.65188258,-6499.242341,-4.689357581,-4.348586793,5.065317587,1520.567008,3.387674419,4.109069767,3.399593023
f109_power.wav,4.217826087,4.456304348,3.399130435,4.52173913,NS,SENSE,-1,f,1,109,1353.303284,67132.66539,1133.239535,38637.00615,1348.96631,56494.20519,59.39363463,160.9032513,63.99738979,189.811983,61.32193255,164.7732799,166.1874775,1963.82022,187.8108074,2936.551973,182.4861666,2660.259844,4.863734866,-4210.126254,4.88348979,-3.099217035,30.7749074,1422.502773,4.600869565,3.47826087,4.188315217
f110_power.wav,4.484772727,4.595,2.992727273,4.401818182,SP,SENSE,1,f,1,110,1284.164227,60354.91027,1305.557552,50862.04878,1315.807157,59135.40574,56.35391589,166.2418356,64.08705431,128.4862105,55.35238859,176.3953799,186.8140307,832.8651229,207.3671833,506.7974661,188.4492662,940.5965884,177.1817518,8014.916376,4.973154305,-64.42498946,50.33128332,-1007.251734,5.007272727,3.598181818,4.421306818
f111_power.wav,4.050652174,4.862608696,3.123043478,4.760434783,IP,INFO,1,f,1,111,1331.43445,60703.74303,1175.223472,37967.74272,1357.65444,68179.29694,64.1763651,183.7439354,58.82310237,228.2260081,57.77639499,242.8268356,180.8860749,1466.065859,199.1139964,2397.901466,186.6242336,2522.795986,46.84767238,-4879.389676,-0.290797627,35.3148081,42.0780964,883.852266,4.876956522,3.239565217,4.257445652
f112_power.wav,4.078085106,4.588723404,3.255744681,4.63106383,IP,INFO,1,f,1,112,1292.479992,49823.48261,1114.402774,35217.11901,1274.781304,55266.23416,52.70091506,148.5774303,58.72921429,168.713402,54.47033847,185.7331346,179.0593909,1134.213309,190.1322562,1774.269343,175.6874329,1266.699506,-13.97302609,-7630.013389,-0.38468571,-24.19779798,33.09635624,260.2201431,4.744255319,3.36893617,4.195
f113_power.wav,4.325744681,4.717234043,3.156170213,4.638085106,NS,SENSE,-1,f,1,113,1290.350118,57925.68154,1110.13209,31097.88908,1255.874104,57223.00495,55.33617034,234.2398566,66.26071981,133.0907778,59.34747301,192.8834678,173.0885386,701.0547123,191.6512649,1760.901034,177.4602866,788.9400278,-18.24370958,-11749.24332,7.146819814,-59.82042217,34.61536489,246.8518338,4.843829787,3.361914894,4.312180851
f114_power.wav,3.937708333,3.499791667,3.590208333,3.812291667,STP,STATUS,1,f,1,114,1220.520399,63838.11643,1092.170241,35468.7508,1280.9052,66704.24935,55.36697525,169.4444255,56.37679355,229.0790464,52.8311309,191.8689494,160.2154596,735.5700416,185.7797237,1687.796565,170.7899205,742.0682068,-36.20555873,-7378.381595,-2.737106452,36.16784645,28.74382374,173.7473647,4.409791667,4.187708333,4.00875
f115_power.wav,3.246521739,4.158913043,3.898478261,4.710434783,NB,BATNA,-1,f,1,115,1373.491897,51954.82953,1180.51843,42248.30805,1362.581411,51691.56486,52.29511773,119.9345412,55.77648632,227.5885154,54.34730028,176.1911455,154.1221381,1575.799939,180.5074211,1553.833077,178.1636842,1345.988382,52.1426301,-598.8243496,-3.33741368,34.6773154,23.47152114,39.7838772,4.101521739,3.289565217,3.699130435
f116_power.wav,3.549166667,4.26375,3.823125,4.632083333,NB,BATNA,-1,f,1,116,1318.458003,52902.1831,1161.632364,33235.07133,1313.802129,49223.95045,55.27446295,191.0699055,61.0743689,197.4442821,58.49586174,206.0669846,179.5687736,2676.710931,212.9049111,1896.757578,196.789912,2048.655769,33.25656379,-9612.061071,1.9604689,4.533082079,55.86901112,382.7083775,4.176875,3.367916667,3.839427083
f117_power.wav,3.166304348,3.992826087,3.87673913,4.543695652,STP,STATUS,1,f,1,117,1336.049621,58934.44406,1150.181353,40715.21135,1298.272143,61196.34499,54.66310042,163.1177608,54.46806668,155.6206308,56.34578569,130.9668554,188.4125679,2369.149499,206.6233601,2569.514417,186.8583135,2901.095921,21.80555287,-2131.92105,-4.645833321,-37.2905692,49.58746006,1055.465217,4.12326087,3.456304348,3.684673913
f118_power.wav,3.283617021,3.737234043,3.942978723,4.184680851,BP,BATNA,1,f,1,118,1349.029138,48982.52596,1152.365003,40962.15945,1343.386831,56903.09625,48.2197125,141.6414116,49.49413496,130.4027032,52.10389674,124.337076,156.3389377,806.3962683,155.5366272,617.5030647,160.9848312,1240.543242,23.98920251,-1884.97295,-9.619765037,-62.5084968,-1.499272847,-896.5461353,4.057021277,3.815319149,3.723297872
f119_power.wav,3.999574468,4.262553191,3.566808511,4.383191489,STP,STATUS,1,f,1,119,1309.789351,65156.59432,1089.736764,33310.72717,1291.207483,56511.44759,54.31181288,114.0261849,57.34975475,177.0594878,53.89307256,181.3294271,166.378996,2041.343948,189.736219,1547.508031,175.0010115,2566.684254,-38.63903633,-9536.405231,-1.764145245,-15.85171225,32.70031905,33.45883139,4.433191489,3.616808511,4.078031915
f120_power.wav,3.492708333,4.18,3.951875,4.305,BP,BATNA,1,f,1,120,1322.156121,65779.3799,1091.519481,37910.61943,1301.159227,63071.89723,49.4795194,216.822778,58.65522622,224.9881556,57.49751857,193.9717711,146.9263202,2541.590571,186.2161412,2393.569895,156.4793634,2770.947405,-36.85631948,-4936.512968,-0.458673784,32.07695565,29.18024121,879.5206946,4.048125,3.695,3.853958333
f121_power.wav,4.077555556,4.415555556,3.392222222,4.630222222,NB,BATNA,-1,f,1,121,1301.86737,64241.24682,1297.072968,68574.49345,1314.478894,80720.25642,56.63946951,209.3730866,57.43030841,311.3120763,54.58245666,293.0364394,193.2987984,3047.219858,204.5529533,2119.880904,198.0310341,2382.814089,168.6971685,25727.36105,-1.68359159,118.4008763,47.51705329,605.8317045,4.607777778,3.369777778,4.117666667
f122_power.wav,3.211818182,3.803636364,4.082954545,4.121590909,STP,STATUS,1,f,1,122,1330.809282,52998.29012,1111.60739,37987.67633,1304.497551,66573.73489,54.95915781,188.9559324,61.28837065,223.9277621,55.5999886,224.7429889,216.1443137,3072.761611,254.7407509,1557.551595,223.9387429,1899.216252,-16.76841031,-4859.45607,2.174470646,31.01656208,97.70485094,43.50239452,3.917045455,3.878409091,3.702727273
f123_power.wav,3.63106383,4.475106383,3.206170213,4.559787234,NST,STATUS,-1,f,1,123,1338.002929,70903.21003,1364.681992,52766.47671,1358.169758,54817.46025,54.00720031,120.9088341,59.93948546,176.7199801,53.77934186,243.5590121,173.1283413,1579.388238,211.7582597,2783.687856,194.6691284,2691.713977,236.3061917,9919.344314,0.825585457,-16.19121994,54.72235974,1269.638656,4.793829787,3.440212766,4.085053191
f124_power.wav,3.208333333,2.951458333,3.756875,3.583541667,NST,STATUS,-1,f,1,124,1356.456987,64862.35421,1095.23888,37556.02626,1352.214606,61138.19969,53.700371,143.8134652,61.50725421,154.6141537,56.62424352,168.0583795,149.3213871,1470.18697,160.2039242,944.569083,154.7240704,1232.78055,-33.13692028,-5291.106144,2.39335421,-38.29704628,3.168024244,-569.480117,4.243125,4.416458333,3.70484375
f125_power.wav,3.729375,4.306041667,3.695208333,4.4925,BP,BATNA,1,f,1,125,1303.820337,63715.39495,1303.862862,65835.4873,1295.089802,62928.86784,55.56567607,142.9962359,60.01625489,165.4552993,57.46116385,183.8927167,147.2965187,2100.320546,176.5093407,1920.650529,163.8666961,2437.085818,175.4870624,22988.3549,0.902354893,-27.45590069,19.47344069,406.6013293,4.304791667,3.5075,3.961927083
f126_power.wav,4.949787234,4.958085106,3.241276596,4.772978723,BP,BATNA,1,f,1,126,1243.312088,65471.49662,1080.545721,41693.31278,1263.423603,60738.54182,57.62088875,205.9949117,62.52362313,248.8365178,60.41882556,226.7152708,174.9901493,1944.998453,212.2878703,3121.680183,194.4437583,2496.244637,-47.83007889,-1153.819619,3.409723132,55.92531783,55.25197029,1607.630983,4.758723404,3.227021277,4.473404255
f128_power.wav,1.779574468,2.518085106,5.070638298,3.240851064,NS,SENSE,-1,f,1,128,1307.903512,52744.56872,1323.498762,50543.76425,1310.517301,49546.05611,49.17013795,120.073861,50.92580546,134.1401835,52.15353253,150.0815495,180.0881147,1800.274929,177.0225405,2390.810487,183.654515,1989.983803,195.1229623,7696.631846,-8.188094541,-58.7710165,19.98664051,876.7612873,2.929361702,4.759148936,2.996542553
f129_power.wav,3.270625,3.590625,4.007291667,4.055,NI,INFO,-1,f,1,129,1344.145205,57008.68352,1118.25821,31695.20706,1378.58162,57424.13901,51.05746653,157.6858237,57.85597991,162.1841922,52.64554121,201.0849649,166.5536578,861.169773,181.2062122,1208.197032,167.2552994,1435.806603,-10.11758977,-11151.92534,-1.257920088,-30.72700776,24.17031219,-305.8521681,3.992708333,3.945,3.699739583
f130_power.wav,3.712045455,4.091136364,3.598181818,4.515454545,STP,STATUS,1,f,1,130, , ,1136.742884,42873.86957, , , , ,60.8485152,203.7771335, , , , ,192.665995,1473.084003, , ,8.367083952,26.73717043,1.7346152,10.86593346,35.63009499,-40.96519675,4.401818182,3.484545455,3.922386364
f131_power.wav,3.014680851,3.836808511,4.155957447,4.248510638,NS,SENSE,-1,f,1,131,1293.703363,44526.5352,1159.907039,40384.16212,1328.632555,55640.75941,61.96771538,116.4860544,61.14927034,116.6930037,59.37563389,180.297936,204.412719,925.9308915,214.7607655,1324.692823,225.5618098,1689.58995,31.53123917,-2462.970282,2.035370336,-76.21819626,57.72486546,-189.3563772,3.844042553,3.751489362,3.611755319
f132_power.wav,2.614888889,3.163111111,4.666222222,3.740666667,SP,SENSE,1,f,1,132,1235.915645,56085.55086,1121.484236,30474.42919,1281.518211,48739.64169,52.82030141,137.8834283,55.66303039,172.0775028,54.56035609,140.3794182,169.8235058,1625.263796,178.7237347,1578.652314,169.7552054,2245.82848,-6.891563713,-12372.70321,-3.450869611,-20.83369719,21.68783465,64.60311394,3.333777778,4.259333333,3.342777778
f133_power.wav,3.198297872,3.339787234,4.248297872,3.971489362,NST,STATUS,-1,f,1,133,1261.502644,76078.78816,1093.603985,40286.97923,1253.348141,73475.39894,53.92897832,78.2530118,58.26470505,114.0958868,55.93377149,143.9431572,157.4936071,1585.563781,163.5712549,1605.036671,168.7038053,1389.838484,-34.77181475,-2560.15317,-0.849194949,-78.81531318,6.535354876,90.98747124,3.751702128,4.028510638,3.579574468
f134_power.wav,3.650238095,4.139534884,4.140232558,4.451428571,IP,INFO,1,f,1,134,1296.872811,47111.26651,1309.359171,44195.34978,1330.541719,50110.4395,57.53907331,181.1731283,59.01752302,161.6312954,56.72842211,169.179364,183.1242399,1753.414643,194.3432994,2091.641984,194.8334238,1947.866328,180.9833709,1348.217383,-0.096376984,-31.27990457,37.30739936,577.5927839,3.859767442,3.548571429,3.799527962
f135_power.wav,4.45673913,3.993478261,3.775,3.927173913,NST,STATUS,-1,f,1,135,1283.366903,77648.96887,1103.422307,39821.68047,1299.307427,61906.30871,52.70982429,138.917063,63.60193578,192.076817,57.1649824,169.8141739,167.4009797,3479.174332,198.7558715,1282.606689,186.3797826,841.2955374,-24.95349292,-3025.45193,4.488035781,-0.834382971,41.7199715,-231.4425105,4.225,4.072826087,4.18701087
f136_power.wav,2.532888889,3.103555556,4.874666667,3.910666667,NST,STATUS,-1,f,1,136,1257.335111,52069.47461,1084.390141,28131.54412,1256.149693,53457.8947,53.97498873,230.3331551,58.09812798,176.0623574,58.06170882,201.8278517,145.6009059,2873.276071,172.9367992,2586.878804,170.6606884,2254.788034,-43.98565939,-14715.58828,-1.015772017,-16.84884264,15.90089923,1072.829604,3.125333333,4.089333333,3.212777778
f137_power.wav,3.418297872,4.758723404,3.531914894,4.865531915,NST,STATUS,-1,f,1,137,1280.512981,71814.15345,1271.585747,74550.6148,1274.609005,68791.52964,58.49820563,131.4012383,62.2531326,185.0336727,61.16317355,213.2412709,208.5741852,2137.266219,211.9784397,2780.430596,211.5468831,3203.525173,143.209947,31703.4824,3.139232603,-7.877527334,54.94253972,1266.381396,4.468085106,3.134468085,3.944893617
f138_power.wav,3.493043478,3.810869565,3.615869565,4.224782609,BP,BATNA,1,f,1,138,1355.055017,46528.63392,1185.302314,35262.16815,1333.98688,41753.39085,52.13934466,180.2170572,58.05710636,274.6513902,55.55545521,241.7173013,209.6558888,1912.131245,215.7746061,1120.621743,193.3030254,1891.778686,56.92651374,-7584.964248,-1.056793637,81.74019018,58.7387061,-393.4274575,4.384130435,3.775217391,3.865815217
f139_power.wav,3.474,4.059555556,3.778222222,4.289111111,NS,SENSE,-1,f,1,139,1262.360702,60227.21616,1117.902161,46215.87879,1272.40402,69196.1709,57.01880289,141.0645851,62.50154646,166.0667718,59.52369127,165.9252438,194.4130465,740.4885745,215.9342671,1762.409916,197.4057085,1288.006872,-10.47363876,3368.746388,3.387646461,-26.8444282,58.89836712,248.3607161,4.221777778,3.710888889,3.866555556
f140_power.wav,4.579130435,4.883695652,3.108478261,4.819347826,BP,BATNA,1,f,1,140,1256.906718,67063.36693,1110.772871,34293.48375,1265.391539,71371.14102,59.0717701,184.5755702,64.70944967,209.170058,61.30434814,178.6425795,190.8280847,2297.827736,219.163603,3235.921267,199.726008,2075.283329,-17.60292932,-8553.64865,5.595549673,16.25885797,62.12770301,1721.872067,4.891521739,3.180652174,4.38375
f141_power.wav,3.234042553,3.603404255,4.212340426,3.936808511,IP,INFO,1,f,1,141,1234.986861,84008.19919,1098.159461,26076.3346,1261.306872,73094.57933,60.5722352,160.1202623,63.53872367,143.5999885,61.25457783,187.9371603,173.8623966,1288.306487,185.5579752,1682.9906,189.6514966,1073.245077,-30.21633906,-16770.7978,4.424823672,-49.3112115,28.52207518,168.9413999,3.787659574,4.063191489,3.672074468
f143_power.wav,3.425319149,4.087608696,4.246956522,4.340638298,SP,SENSE,1,f,1,143,1373.803492,63838.75052,1173.513565,50928.36299,1350.84763,57741.66148,51.47984114,160.3600982,60.06838382,185.2912,55.60774143,144.9729163,220.7363873,2029.800184,234.9118812,1887.453408,218.0057495,1567.203809,45.13776497,8081.23059,0.954483824,-7.619999998,77.87598125,373.404208,3.753043478,3.659361702,3.731333256
f144_power.wav,3.226595745,3.900638298,3.92212766,4.566808511,NI,INFO,-1,f,1,144,1293.955287,58389.94886,1160.634936,43528.29322,1311.056705,61442.48487,51.53000404,101.866508,55.79020298,122.3668941,50.96016747,125.5698061,174.0844428,946.0873003,196.6456058,1511.936492,181.6320742,995.5137057,32.25913591,681.1608162,-3.323697019,-70.54430587,39.6097058,-2.112708086,4.07787234,3.433191489,3.659574468
f145_power.wav,3.764375,4.382083333,3.694166667,4.666875,NS,SENSE,-1,f,1,145,1322.615724,58850.11474,1145.266597,33352.2553,1303.3002,51289.18526,56.12867092,153.8964875,57.97646919,179.7212331,57.88060218,176.5746876,158.1808316,1835.175743,179.7441689,2268.633516,171.5302105,2508.724856,16.89079668,-9494.877102,-1.137430814,-13.18996688,22.70826888,754.5843162,4.305833333,3.333125,3.946354167
f146_power.wav,3.955555556,4.651777778,3.229111111,4.748,SP,SENSE,1,f,1,146,1326.912014,51248.04262,1152.449878,48561.00594,1308.150034,50411.26702,54.89529833,172.6013934,61.99413498,159.7024925,58.4301873,236.0074905,190.5994375,1890.535221,217.9456037,1958.105565,203.2342634,1269.589739,24.07407783,5713.873539,2.880234983,-33.20870748,60.90970373,444.056365,4.770888889,3.252,4.157555556
f147_power.wav,3.963695652,4.659565217,3.435434783,4.717391304,NI,INFO,-1,f,1,147,1244.670839,63248.31617,1087.000835,55304.17734,1242.088676,57197.69219,61.53792161,176.9350731,65.11803403,193.4470794,63.39741574,213.259814,187.2844634,1874.290243,218.0546209,1747.64189,206.789193,1652.985508,-41.37496505,12457.04494,6.004134029,0.535879352,61.01872087,233.5926904,4.564565217,3.282608696,4.117608696
f148_power.wav,3.149361702,3.73,3.751489362,4.325957447,NB,BATNA,-1,f,1,148,1325.936232,47236.59206,1186.581067,38621.02843,1358.866693,44481.05065,54.5980466,113.3482952,56.26175232,121.8475698,57.26179518,133.6425313,181.5190034,2219.48413,216.0494392,1802.301992,206.0622113,2413.975687,58.20526666,-4226.103967,-2.85214768,-71.06363021,59.01353923,288.2527915,4.248510638,3.674042553,3.700478723
f149_power.wav,4.943404255,4.865106383,3.318723404,4.680851064,BP,BATNA,1,f,1,149,1236.410841,47601.08717,1106.235886,38054.85585,1272.578752,56458.72649,61.03331505,173.2739755,62.27330839,206.9042223,59.75372878,177.3515652,164.326289,1011.447874,181.4664632,1802.408102,166.5892189,756.6564416,-22.13991381,-4792.276548,3.159408388,13.99302225,24.43056317,288.3589018,4.681276596,3.319148936,4.452234043
f150_power.wav,3.108695652,3.782826087,4.12326087,4.260869565,SP,SENSE,1,f,1,150,1264.153037,52030.49159,1107.734769,32154.67656,1276.223877,50830.07395,53.46114915,139.1875056,54.74469323,128.7606178,52.9876623,165.741893,171.8310302,1931.42244,190.3148242,2063.836455,164.4672327,2736.336093,-20.64103057,-10692.45584,-4.369206772,-64.1505822,33.27892418,549.7872554,3.87673913,3.739130435,3.626847826
f151_power.wav,3.855217391,4.079565217,3.731956522,4.384347826,STP,STATUS,1,f,1,151,1235.206231,70931.15896,1035.204489,38608.78243,1210.370592,82780.22342,54.18461695,229.9834386,59.87925596,206.2137474,59.37943839,149.2530875,189.7740648,1317.380255,200.6057834,2081.691442,194.9664312,2478.860461,-93.17131142,-4238.349971,0.765355964,13.30254743,43.56988337,567.6422423,4.268043478,3.615652174,3.954619565
f152_power.wav,3.187291667,3.91,4.125208333,4.763958333,STP,STATUS,1,f,1,152,1277.396795,53435.85922,1332.17541,55024.66818,1325.757696,54964.32858,53.07746227,135.5901179,56.84545466,144.6762852,53.24689327,156.3375723,175.8130943,2953.326895,226.2475711,2843.773563,214.0007728,1987.651277,203.7996096,12177.53578,-2.268445338,-48.23491478,69.21167113,1329.724363,3.874791667,3.236041667,3.55203125
f153_power.wav,4.185111111,4.866222222,3.051777778,5.007333333,STP,STATUS,1,f,1,153,1302.993938,62277.6409,1107.386796,45860.07058,1305.661329,63504.46953,55.52133293,105.9438076,59.00581402,161.0846085,56.85358476,136.1408789,191.9865689,834.3771771,216.3111529,1571.16625,201.1069215,1486.832803,-20.98900394,3012.93818,-0.108085983,-31.82659147,59.27525292,57.11705018,4.948222222,2.992666667,4.248055556
f154_power.wav,3.986304348,3.949565217,3.593913043,4.405652174,STP,STATUS,1,f,1,154,1278.399184,51279.88622,1098.138732,34984.44459,1238.79458,55058.77331,56.40343812,174.1730628,60.04346355,166.5703651,59.8923178,144.7499094,217.3932773,1873.243143,226.1446953,1337.766984,228.9150296,1903.519676,-30.23706833,-7862.687811,0.929563551,-26.3408349,69.1087953,-176.2822155,4.406086957,3.594347826,3.984076087
f155_power.wav,3.862173913,3.108695652,3.847826087,3.493043478,NST,STATUS,-1,f,1,155,1276.545256,58779.38265,1128.696092,45470.98914,1290.652251,64124.72163,59.07265213,149.9218921,61.01262988,152.6352687,59.40683452,166.1585474,168.0980671,1001.038431,192.7134621,2623.477845,183.9075264,2905.316833,0.32029162,2623.856744,1.898729877,-40.27593126,35.67756206,1109.428645,4.152173913,4.506956522,3.9075
